date,user_id,video,sexual,hateful,spam
3/9/20,dqh,69,0,0,1
3/10/20,dqh,70,0,0,0
3/11/20,dqh,71,0,0,0
3/12/20,dqh,72,0,0,0
3/13/20,dqh,73,0,0,0
3/14/20,dqh,74,1,0,1
3/15/20,dqh,75,0,0,0
3/16/20,dqh,76,0,0,1
3/17/20,dqh,77,0,1,0
3/18/20,dqh,78,0,0,0
3/19/20,dqh,79,0,0,0
3/20/20,dqh,80,0,1,1
3/21/20,dqh,81,0,1,0
3/22/20,dqh,82,0,0,0
3/23/20,dqh,83,0,0,0
3/24/20,dqh,84,0,1,0
3/25/20,dqh,85,0,0,0
3/26/20,dqh,86,0,0,0
3/27/20,dqh,87,0,1,0
3/28/20,dqh,88,0,0,1
3/29/20,dqh,89,1,0,0
3/30/20,dqh,90,0,0,0
3/31/20,dqh,91,0,1,0
4/1/20,dqh,92,0,0,0
4/2/20,dqh,93,0,0,1
4/3/20,dqh,94,0,0,1
4/4/20,dqh,95,0,1,0
4/5/20,dqh,96,1,1,0
4/6/20,dqh,97,0,0,0
4/7/20,dqh,98,0,0,0
4/8/20,dqh,99,1,0,0
4/9/20,dqh,100,1,1,0
4/10/20,dqh,101,0,0,1
4/11/20,dqh,102,0,0,0
4/12/20,dqh,103,0,0,0
4/13/20,dqh,104,0,0,0
4/14/20,dqh,105,0,0,0
4/15/20,dqh,106,1,0,1
4/16/20,dqh,107,0,1,1
4/17/20,dqh,108,0,0,0
4/18/20,dqh,109,1,0,0
4/19/20,dqh,110,0,1,0
4/20/20,dqh,111,0,0,0
4/21/20,dqh,112,1,0,0
4/22/20,dqh,113,0,0,0
4/23/20,dqh,114,0,0,0
4/24/20,dqh,115,1,0,0
4/25/20,dqh,116,0,0,0
4/26/20,dqh,117,1,0,0
4/27/20,dqh,118,0,0,0
4/28/20,dqh,119,0,1,0
4/29/20,dqh,120,0,1,0
4/30/20,dqh,121,0,1,0
5/1/20,dqh,122,0,0,0
5/2/20,dqh,123,1,0,0
5/3/20,dqh,124,1,0,0
5/4/20,dqh,125,1,1,0
1/1/20,qkt,1,0,0,0
1/2/20,qkt,2,1,0,0
1/3/20,qkt,3,0,0,1
1/4/20,qkt,4,0,0,0
1/5/20,qkt,5,1,0,0
1/6/20,qkt,6,1,0,1
1/7/20,qkt,7,0,1,0
1/8/20,qkt,8,0,1,0
1/9/20,qkt,9,1,0,0
1/10/20,qkt,10,1,0,1
1/11/20,qkt,11,0,0,0
1/12/20,qkt,12,0,0,0
1/13/20,qkt,13,0,0,0
1/14/20,qkt,14,0,0,0
1/15/20,qkt,15,0,0,0
1/16/20,qkt,16,0,0,0
1/17/20,qkt,17,0,1,0
1/18/20,qkt,18,1,0,0
1/19/20,qkt,19,0,0,0
1/20/20,qkt,20,1,0,0
1/21/20,qkt,21,0,1,0
1/22/20,qkt,22,0,0,0
1/23/20,qkt,23,0,0,0
1/24/20,qkt,24,0,0,0
1/25/20,qkt,25,0,0,0
1/26/20,qkt,26,0,0,1
1/27/20,qkt,27,0,0,0
1/28/20,qkt,28,0,0,0
1/29/20,qkt,29,0,1,0
1/30/20,qkt,30,0,0,1
1/31/20,qkt,31,0,0,0
2/1/20,qkt,32,0,0,0
2/2/20,qkt,33,0,1,0
2/3/20,qkt,34,0,1,1
2/4/20,qkt,35,0,0,0
2/5/20,qkt,36,0,0,0
2/6/20,qkt,37,0,0,0
2/7/20,qkt,38,0,0,0
2/8/20,qkt,39,0,0,0
2/9/20,qkt,40,1,0,0
2/10/20,qkt,41,1,0,1
2/11/20,qkt,42,0,0,1
2/12/20,qkt,43,0,1,0
2/13/20,qkt,44,0,0,0
2/14/20,qkt,45,0,0,0
2/15/20,qkt,46,0,0,1
2/16/20,qkt,47,1,0,0
2/17/20,qkt,48,0,0,0
2/18/20,qkt,49,0,0,0
2/19/20,qkt,50,0,0,0
2/20/20,qkt,51,0,1,0
2/21/20,qkt,52,0,0,0
2/22/20,qkt,53,0,0,1
2/23/20,qkt,54,0,0,0
2/24/20,qkt,55,0,0,1
2/25/20,qkt,56,0,0,1
2/26/20,qkt,57,0,0,0
2/27/20,qkt,58,0,0,1
2/28/20,qkt,59,1,0,0
2/29/20,qkt,60,0,0,0
3/1/20,qkt,61,0,0,0
3/2/20,qkt,62,0,0,0
3/3/20,qkt,63,1,0,0
3/4/20,qkt,64,0,0,0
3/5/20,qkt,65,0,0,0
3/6/20,qkt,66,0,1,1
3/7/20,qkt,67,1,0,1
3/8/20,qkt,68,0,0,0
3/9/20,qkt,69,0,0,0
3/10/20,qkt,70,0,0,0
3/11/20,qkt,71,1,0,1
3/12/20,qkt,72,0,0,0
3/13/20,qkt,73,0,0,0
3/14/20,qkt,74,0,0,1
3/15/20,qkt,75,0,0,1
3/16/20,qkt,76,1,0,0
3/17/20,qkt,77,0,0,0
3/18/20,qkt,78,1,1,0
3/19/20,qkt,79,0,0,0
3/20/20,qkt,80,0,0,0
3/21/20,qkt,81,0,0,0
3/22/20,qkt,82,0,0,0
3/23/20,qkt,83,0,0,0
3/24/20,qkt,84,1,1,1
3/25/20,qkt,85,0,1,0
3/26/20,qkt,86,0,0,0
3/27/20,qkt,87,0,0,1
3/28/20,qkt,88,0,0,0
3/29/20,qkt,89,0,0,0
3/30/20,qkt,90,1,0,0
3/31/20,qkt,91,0,0,0
4/1/20,qkt,92,0,0,0
4/2/20,qkt,93,0,1,0
4/3/20,qkt,94,0,0,0
4/4/20,qkt,95,0,0,0
4/5/20,qkt,96,0,0,0
4/6/20,qkt,97,0,0,1
4/7/20,qkt,98,0,0,0
4/8/20,qkt,99,0,0,0
4/9/20,qkt,100,1,0,0
4/10/20,qkt,101,0,1,1
4/11/20,qkt,102,0,0,0
4/12/20,qkt,103,0,1,0
4/13/20,qkt,104,1,0,0
4/14/20,qkt,105,0,0,1
4/15/20,qkt,106,0,0,0
4/16/20,qkt,107,0,0,0
4/17/20,qkt,108,0,0,1
4/18/20,qkt,109,0,1,0
4/19/20,qkt,110,0,0,1
4/20/20,qkt,111,0,0,0
4/21/20,qkt,112,0,0,0
4/22/20,qkt,113,0,0,0
4/23/20,qkt,114,1,0,1
4/24/20,qkt,115,0,0,0
4/25/20,qkt,116,0,0,0
4/26/20,qkt,117,1,0,0
4/27/20,qkt,118,0,0,1
4/28/20,qkt,119,0,0,0
4/29/20,qkt,120,0,0,1
4/30/20,qkt,121,1,0,0
5/1/20,qkt,122,1,0,0
5/2/20,qkt,123,1,0,0
5/3/20,qkt,124,0,0,0
5/4/20,qkt,125,0,0,1
5/5/20,qkt,126,0,0,0
5/6/20,qkt,127,0,0,1
5/7/20,qkt,128,0,0,0
5/8/20,qkt,129,0,1,0
5/9/20,qkt,130,0,1,0
5/10/20,qkt,131,0,0,1
5/11/20,qkt,132,0,0,0
5/12/20,qkt,133,0,0,0
5/13/20,qkt,134,0,1,0
5/14/20,qkt,135,0,0,0
5/15/20,qkt,136,0,0,0
5/16/20,qkt,137,0,1,0
5/17/20,qkt,138,0,0,1
5/18/20,qkt,139,1,0,1
5/19/20,qkt,140,0,0,0
5/20/20,qkt,141,0,0,1
5/21/20,qkt,142,1,0,1
5/22/20,qkt,143,0,0,0
5/23/20,qkt,144,0,0,0
5/24/20,qkt,145,0,0,1
1/1/20,cbx,1,0,0,0
1/2/20,cbx,2,0,0,0
1/3/20,cbx,3,0,0,0
1/4/20,cbx,4,0,1,0
1/5/20,cbx,5,1,0,1
1/6/20,cbx,6,0,0,0
1/7/20,cbx,7,0,0,0
1/8/20,cbx,8,0,0,0
1/9/20,cbx,9,0,0,1
1/10/20,cbx,10,1,1,0
1/11/20,cbx,11,0,0,0
1/12/20,cbx,12,0,0,0
1/13/20,cbx,13,0,1,0
1/14/20,cbx,14,0,0,0
1/15/20,cbx,15,0,0,0
1/16/20,cbx,16,0,0,0
1/17/20,cbx,17,1,0,0
1/18/20,cbx,18,0,1,0
1/19/20,cbx,19,0,0,0
1/20/20,cbx,20,1,0,0
1/21/20,cbx,21,0,0,1
1/22/20,cbx,22,0,0,0
1/23/20,cbx,23,0,1,1
1/24/20,cbx,24,0,0,0
1/25/20,cbx,25,0,0,0
1/26/20,cbx,26,0,0,1
1/27/20,cbx,27,0,0,0
1/28/20,cbx,28,1,0,0
1/29/20,cbx,29,0,1,0
1/30/20,cbx,30,0,0,0
1/31/20,cbx,31,1,0,0
2/1/20,cbx,32,1,0,0
2/2/20,cbx,33,0,0,0
2/3/20,cbx,34,0,0,0
2/4/20,cbx,35,0,0,0
2/5/20,cbx,36,1,0,0
2/6/20,cbx,37,0,1,0
2/7/20,cbx,38,0,1,0
2/8/20,cbx,39,0,0,1
2/9/20,cbx,40,0,0,0
2/10/20,cbx,41,0,0,0
2/11/20,cbx,42,0,0,0
2/12/20,cbx,43,0,0,0
2/13/20,cbx,44,1,0,1
2/14/20,cbx,45,0,0,0
2/15/20,cbx,46,0,0,0
2/16/20,cbx,47,0,1,0
2/17/20,cbx,48,0,1,0
2/18/20,cbx,49,0,0,0
2/19/20,cbx,50,1,0,0
2/20/20,cbx,51,0,0,0
2/21/20,cbx,52,0,0,0
2/22/20,cbx,53,1,0,0
2/23/20,cbx,54,0,0,0
2/24/20,cbx,55,0,0,0
2/25/20,cbx,56,0,1,1
2/26/20,cbx,57,0,0,0
2/27/20,cbx,58,0,1,0
2/28/20,cbx,59,0,0,0
2/29/20,cbx,60,0,0,1
3/1/20,cbx,61,0,0,0
3/2/20,cbx,62,0,0,0
3/3/20,cbx,63,1,0,0
3/4/20,cbx,64,0,0,0
3/5/20,cbx,65,1,0,0
3/6/20,cbx,66,0,0,0
3/7/20,cbx,67,1,0,1
3/8/20,cbx,68,0,0,0
3/9/20,cbx,69,0,0,0
3/10/20,cbx,70,0,0,1
3/11/20,cbx,71,0,0,0
3/12/20,cbx,72,0,0,1
3/13/20,cbx,73,0,0,0
3/14/20,cbx,74,0,0,0
3/15/20,cbx,75,1,0,0
3/16/20,cbx,76,0,1,0
3/17/20,cbx,77,0,1,1
3/18/20,cbx,78,0,1,0
3/19/20,cbx,79,0,0,1
3/20/20,cbx,80,0,0,0
3/21/20,cbx,81,0,1,0
3/22/20,cbx,82,0,0,0
3/23/20,cbx,83,0,1,0
3/24/20,cbx,84,0,0,0
3/25/20,cbx,85,0,0,0
3/26/20,cbx,86,0,0,0
3/27/20,cbx,87,0,0,0
3/28/20,cbx,88,0,1,0
3/29/20,cbx,89,1,0,0
3/30/20,cbx,90,0,0,0
3/31/20,cbx,91,0,0,0
4/1/20,cbx,92,0,0,0
4/2/20,cbx,93,0,0,0
4/3/20,cbx,94,1,0,1
4/4/20,cbx,95,0,0,1
4/5/20,cbx,96,1,0,0
4/6/20,cbx,97,0,0,0
4/7/20,cbx,98,0,1,0
4/8/20,cbx,99,0,1,1
4/9/20,cbx,100,0,0,0
4/10/20,cbx,101,1,0,0
4/11/20,cbx,102,0,0,0
4/12/20,cbx,103,0,0,0
4/13/20,cbx,104,1,0,0
4/14/20,cbx,105,1,0,0
4/15/20,cbx,106,0,0,0
4/16/20,cbx,107,1,0,0
4/17/20,cbx,108,0,1,0
4/18/20,cbx,109,0,0,0
4/19/20,cbx,110,0,0,0
4/20/20,cbx,111,0,0,1
4/21/20,cbx,112,0,1,0
1/1/20,pgd,1,0,0,1
1/2/20,pgd,2,0,0,0
1/3/20,pgd,3,0,0,1
1/4/20,pgd,4,0,0,1
1/5/20,pgd,5,0,0,0
1/6/20,pgd,6,0,0,0
1/7/20,pgd,7,0,0,0
1/8/20,pgd,8,0,1,0
1/9/20,pgd,9,0,0,0
1/10/20,pgd,10,0,0,0
1/11/20,pgd,11,0,0,0
1/12/20,pgd,12,0,0,0
1/13/20,pgd,13,1,0,0
1/14/20,pgd,14,0,0,0
1/15/20,pgd,15,0,0,0
1/16/20,pgd,16,0,0,0
1/17/20,pgd,17,0,0,0
1/18/20,pgd,18,0,0,0
1/19/20,pgd,19,0,0,0
1/20/20,pgd,20,0,0,0
1/21/20,pgd,21,0,0,1
1/22/20,pgd,22,1,0,1
1/23/20,pgd,23,0,1,1
1/24/20,pgd,24,0,0,1
1/25/20,pgd,25,0,0,1
1/26/20,pgd,26,1,1,0
1/27/20,pgd,27,0,0,0
1/28/20,pgd,28,0,0,0
1/29/20,pgd,29,0,1,0
1/30/20,pgd,30,0,0,0
1/31/20,pgd,31,0,0,0
2/1/20,pgd,32,0,0,0
2/2/20,pgd,33,0,0,0
2/3/20,pgd,34,0,1,0
2/4/20,pgd,35,1,1,0
2/5/20,pgd,36,0,0,0
2/6/20,pgd,37,0,0,0
2/7/20,pgd,38,0,1,0
2/8/20,pgd,39,0,0,1
2/9/20,pgd,40,1,1,1
2/10/20,pgd,41,0,0,0
2/11/20,pgd,42,0,0,0
2/12/20,pgd,43,0,0,0
2/13/20,pgd,44,0,0,0
2/14/20,pgd,45,1,0,0
2/15/20,pgd,46,1,0,0
2/16/20,pgd,47,0,0,0
2/17/20,pgd,48,0,0,0
2/18/20,pgd,49,0,0,0
2/19/20,pgd,50,0,0,0
2/20/20,pgd,51,0,1,0
2/21/20,pgd,52,0,0,0
2/22/20,pgd,53,0,0,0
2/23/20,pgd,54,0,0,0
2/24/20,pgd,55,0,0,0
2/25/20,pgd,56,1,0,0
2/26/20,pgd,57,0,0,0
2/27/20,pgd,58,1,0,0
2/28/20,pgd,59,0,0,0
2/29/20,pgd,60,0,1,0
3/1/20,pgd,61,1,0,0
3/2/20,pgd,62,1,0,0
3/3/20,pgd,63,1,1,0
3/4/20,pgd,64,0,0,0
3/5/20,pgd,65,1,0,0
3/6/20,pgd,66,0,0,0
3/7/20,pgd,67,1,1,1
3/8/20,pgd,68,0,0,0
3/9/20,pgd,69,1,0,0
3/10/20,pgd,70,0,0,0
3/11/20,pgd,71,0,0,0
3/12/20,pgd,72,0,0,0
3/13/20,pgd,73,0,0,0
3/14/20,pgd,74,1,0,0
3/15/20,pgd,75,0,0,1
3/16/20,pgd,76,0,0,0
3/17/20,pgd,77,0,0,0
3/18/20,pgd,78,1,0,0
3/19/20,pgd,79,0,1,0
3/20/20,pgd,80,1,0,0
3/21/20,pgd,81,0,0,0
3/22/20,pgd,82,0,0,0
3/23/20,pgd,83,0,0,0
3/24/20,pgd,84,1,0,0
3/25/20,pgd,85,1,0,0
3/26/20,pgd,86,0,1,0
3/27/20,pgd,87,0,0,0
3/28/20,pgd,88,1,1,0
3/29/20,pgd,89,0,0,0
3/30/20,pgd,90,0,0,0
3/31/20,pgd,91,0,1,0
4/1/20,pgd,92,1,0,1
4/2/20,pgd,93,0,0,0
4/3/20,pgd,94,0,0,0
4/4/20,pgd,95,0,0,1
1/1/20,iop,1,1,0,1
1/2/20,iop,2,0,0,0
1/3/20,iop,3,0,0,0
1/4/20,iop,4,0,0,0
1/5/20,iop,5,0,0,0
1/6/20,iop,6,0,0,1
1/7/20,iop,7,1,1,0
1/8/20,iop,8,0,0,1
1/9/20,iop,9,0,0,1
1/10/20,iop,10,0,0,0
1/11/20,iop,11,0,1,0
1/12/20,iop,12,0,1,0
1/13/20,iop,13,0,0,0
1/14/20,iop,14,0,0,0
1/15/20,iop,15,0,1,0
1/16/20,iop,16,1,0,0
1/17/20,iop,17,1,0,0
1/18/20,iop,18,1,0,0
1/19/20,iop,19,1,1,0
1/20/20,iop,20,1,0,0
1/21/20,iop,21,0,0,0
1/22/20,iop,22,0,0,0
1/23/20,iop,23,0,0,1
1/24/20,iop,24,1,0,0
1/25/20,iop,25,0,0,0
1/26/20,iop,26,0,1,0
1/27/20,iop,27,0,0,0
1/28/20,iop,28,0,0,0
1/29/20,iop,29,1,1,0
1/30/20,iop,30,0,0,1
1/31/20,iop,31,0,0,0
2/1/20,iop,32,0,0,0
2/2/20,iop,33,0,0,0
2/3/20,iop,34,0,0,0
2/4/20,iop,35,0,0,0
2/5/20,iop,36,1,0,0
2/6/20,iop,37,0,0,0
2/7/20,iop,38,0,0,1
2/8/20,iop,39,0,1,0
2/9/20,iop,40,0,0,1
2/10/20,iop,41,0,1,1
2/11/20,iop,42,0,0,1
2/12/20,iop,43,0,0,0
2/13/20,iop,44,1,0,0
2/14/20,iop,45,0,0,0
2/15/20,iop,46,1,0,0
2/16/20,iop,47,1,0,0
2/17/20,iop,48,0,0,0
2/18/20,iop,49,0,0,0
2/19/20,iop,50,0,0,1
2/20/20,iop,51,0,0,0
2/21/20,iop,52,0,0,0
2/22/20,iop,53,1,0,0
2/23/20,iop,54,0,0,0
2/24/20,iop,55,1,0,0
2/25/20,iop,56,0,0,0
2/26/20,iop,57,0,0,0
2/27/20,iop,58,0,0,0
2/28/20,iop,59,0,0,1
2/29/20,iop,60,0,0,0
3/1/20,iop,61,0,0,0
3/2/20,iop,62,0,0,0
3/3/20,iop,63,0,1,0
3/4/20,iop,64,0,0,0
3/5/20,iop,65,0,0,0
3/6/20,iop,66,1,0,0
3/7/20,iop,67,0,0,0
3/8/20,iop,68,0,0,0
3/9/20,iop,69,1,1,0
3/10/20,iop,70,0,0,1
3/11/20,iop,71,0,1,0
3/12/20,iop,72,0,1,0
3/13/20,iop,73,0,0,0
3/14/20,iop,74,0,0,0
3/15/20,iop,75,0,0,0
3/16/20,iop,76,0,1,0
3/17/20,iop,77,0,0,0
3/18/20,iop,78,1,1,1
3/19/20,iop,79,0,1,1
3/20/20,iop,80,0,1,0
3/21/20,iop,81,0,1,0
3/22/20,iop,82,0,1,0
3/23/20,iop,83,0,0,0
3/24/20,iop,84,0,0,1
3/25/20,iop,85,0,1,1
3/26/20,iop,86,1,1,1
3/27/20,iop,87,0,0,0
3/28/20,iop,88,0,0,1
3/29/20,iop,89,0,0,1
3/30/20,iop,90,0,1,0
3/31/20,iop,91,1,1,0
4/1/20,iop,92,0,0,0
1/1/20,tmv,1,0,1,1
1/2/20,tmv,2,0,1,0
1/3/20,tmv,3,0,0,0
1/4/20,tmv,4,0,0,0
1/5/20,tmv,5,1,0,0
1/6/20,tmv,6,0,0,0
1/7/20,tmv,7,0,0,0
1/8/20,tmv,8,0,0,0
1/9/20,tmv,9,0,1,0
1/10/20,tmv,10,0,0,0
1/11/20,tmv,11,0,0,1
1/12/20,tmv,12,0,0,0
1/13/20,tmv,13,0,0,0
1/14/20,tmv,14,0,1,0
1/15/20,tmv,15,1,0,0
1/16/20,tmv,16,0,0,1
1/17/20,tmv,17,0,0,1
1/18/20,tmv,18,0,0,0
1/19/20,tmv,19,0,1,0
1/20/20,tmv,20,0,0,0
1/21/20,tmv,21,0,0,0
1/22/20,tmv,22,0,0,0
1/23/20,tmv,23,0,0,0
1/24/20,tmv,24,0,0,0
1/25/20,tmv,25,0,0,0
1/26/20,tmv,26,0,1,0
1/27/20,tmv,27,0,0,1
1/28/20,tmv,28,0,0,0
1/29/20,tmv,29,0,1,0
1/30/20,tmv,30,0,0,0
1/31/20,tmv,31,0,1,0
2/1/20,tmv,32,1,0,0
2/2/20,tmv,33,0,0,0
2/3/20,tmv,34,0,0,0
2/4/20,tmv,35,0,0,0
2/5/20,tmv,36,0,0,0
2/6/20,tmv,37,0,0,0
2/7/20,tmv,38,1,0,0
2/8/20,tmv,39,0,0,0
2/9/20,tmv,40,0,1,0
2/10/20,tmv,41,0,0,0
2/11/20,tmv,42,0,1,0
2/12/20,tmv,43,0,0,1
2/13/20,tmv,44,0,0,0
2/14/20,tmv,45,1,0,0
2/15/20,tmv,46,1,0,0
2/16/20,tmv,47,0,1,0
2/17/20,tmv,48,0,1,1
2/18/20,tmv,49,0,0,0
2/19/20,tmv,50,0,0,1
1/1/20,fds,1,0,0,0
1/2/20,fds,2,0,0,0
1/3/20,fds,3,0,0,1
1/4/20,fds,4,0,0,0
1/5/20,fds,5,1,0,0
1/6/20,fds,6,0,0,0
1/7/20,fds,7,1,0,0
1/8/20,fds,8,0,0,0
1/9/20,fds,9,1,0,1
1/10/20,fds,10,0,0,0
1/11/20,fds,11,1,1,0
1/12/20,fds,12,0,0,1
1/13/20,fds,13,0,0,0
1/14/20,fds,14,0,0,0
1/15/20,fds,15,0,0,0
1/16/20,fds,16,0,0,0
1/17/20,fds,17,0,0,1
1/18/20,fds,18,0,0,0
1/19/20,fds,19,0,0,0
1/20/20,fds,20,0,0,0
1/21/20,fds,21,0,0,0
1/22/20,fds,22,0,1,0
1/23/20,fds,23,0,0,0
1/24/20,fds,24,0,0,0
1/25/20,fds,25,1,0,0
1/26/20,fds,26,0,1,1
1/27/20,fds,27,1,0,0
1/28/20,fds,28,1,0,0
1/29/20,fds,29,0,1,0
1/30/20,fds,30,1,1,0
1/31/20,fds,31,0,0,0
2/1/20,fds,32,0,1,1
2/2/20,fds,33,1,0,0
2/3/20,fds,34,0,1,0
2/4/20,fds,35,0,0,0
2/5/20,fds,36,1,0,0
2/6/20,fds,37,0,0,0
2/7/20,fds,38,1,1,1
2/8/20,fds,39,0,1,0
2/9/20,fds,40,0,0,0
2/10/20,fds,41,0,0,0
2/11/20,fds,42,0,0,0
2/12/20,fds,43,0,0,1
2/13/20,fds,44,0,1,1
2/14/20,fds,45,0,1,0
2/15/20,fds,46,0,0,0
2/16/20,fds,47,0,1,0
2/17/20,fds,48,0,0,1
2/18/20,fds,49,0,0,0
2/19/20,fds,50,0,0,0
2/20/20,fds,51,0,1,0
2/21/20,fds,52,0,0,0
2/22/20,fds,53,1,0,0
2/23/20,fds,54,1,1,0
2/24/20,fds,55,0,0,1
2/25/20,fds,56,0,0,0
2/26/20,fds,57,0,1,0
2/27/20,fds,58,0,0,0
2/28/20,fds,59,0,0,1
2/29/20,fds,60,0,0,0
3/1/20,fds,61,0,0,0
3/2/20,fds,62,1,0,0
3/3/20,fds,63,0,0,0
3/4/20,fds,64,1,0,0
3/5/20,fds,65,0,1,0
3/6/20,fds,66,1,0,0
3/7/20,fds,67,0,0,0
3/8/20,fds,68,0,0,0
3/9/20,fds,69,0,0,0
3/10/20,fds,70,0,0,1
3/11/20,fds,71,0,0,0
3/12/20,fds,72,0,0,1
3/13/20,fds,73,0,0,1
3/14/20,fds,74,1,0,1
3/15/20,fds,75,0,0,1
3/16/20,fds,76,0,0,0
3/17/20,fds,77,0,0,0
3/18/20,fds,78,0,0,0
1/1/20,des,1,0,0,1
1/2/20,des,2,0,0,0
1/3/20,des,3,0,0,0
1/4/20,des,4,0,0,0
1/5/20,des,5,1,0,0
1/6/20,des,6,1,0,0
1/7/20,des,7,0,1,0
1/8/20,des,8,0,0,1
1/9/20,des,9,0,0,1
1/10/20,des,10,0,0,0
1/11/20,des,11,0,0,0
1/12/20,des,12,0,0,0
1/13/20,des,13,0,1,0
1/14/20,des,14,0,1,0
1/15/20,des,15,0,0,0
1/16/20,des,16,0,0,0
1/17/20,des,17,0,0,0
1/18/20,des,18,1,0,0
1/19/20,des,19,0,1,1
1/20/20,des,20,1,0,0
1/21/20,des,21,1,0,1
1/22/20,des,22,0,0,1
1/23/20,des,23,0,0,0
1/24/20,des,24,0,1,0
1/25/20,des,25,0,0,0
1/26/20,des,26,1,0,0
1/27/20,des,27,0,0,0
1/28/20,des,28,0,0,1
1/29/20,des,29,0,0,0
1/30/20,des,30,0,0,0
1/31/20,des,31,0,0,0
2/1/20,des,32,1,0,0
2/2/20,des,33,0,0,1
2/3/20,des,34,0,0,1
2/4/20,des,35,0,0,0
2/5/20,des,36,0,0,1
2/6/20,des,37,0,0,0
2/7/20,des,38,1,0,0
2/8/20,des,39,0,0,0
2/9/20,des,40,0,0,0
2/10/20,des,41,0,0,1
2/11/20,des,42,0,0,1
2/12/20,des,43,1,0,0
2/13/20,des,44,0,0,0
2/14/20,des,45,1,0,1
2/15/20,des,46,1,0,0
2/16/20,des,47,0,0,0
2/17/20,des,48,0,0,0
2/18/20,des,49,0,0,0
2/19/20,des,50,0,1,0
2/20/20,des,51,0,0,0
2/21/20,des,52,0,0,0
2/22/20,des,53,0,0,0
2/23/20,des,54,0,0,0
2/24/20,des,55,0,0,0
2/25/20,des,56,0,1,0
2/26/20,des,57,0,0,0
2/27/20,des,58,0,0,0
2/28/20,des,59,0,1,1
2/29/20,des,60,0,0,0
3/1/20,des,61,0,0,0
3/2/20,des,62,0,0,0
3/3/20,des,63,0,0,0
3/4/20,des,64,0,0,0
3/5/20,des,65,0,0,1
3/6/20,des,66,0,0,0
3/7/20,des,67,0,1,0
3/8/20,des,68,1,0,0
3/9/20,des,69,0,0,0
3/10/20,des,70,0,1,0
3/11/20,des,71,0,0,0
3/12/20,des,72,1,1,0
3/13/20,des,73,0,1,0
3/14/20,des,74,0,0,0
3/15/20,des,75,0,0,0
3/16/20,des,76,0,0,0
3/17/20,des,77,0,0,0
3/18/20,des,78,0,0,1
3/19/20,des,79,0,0,0
3/20/20,des,80,0,0,0
3/21/20,des,81,0,0,1
3/22/20,des,82,0,0,0
3/23/20,des,83,0,0,1
3/24/20,des,84,0,0,1
3/25/20,des,85,0,1,0
3/26/20,des,86,0,0,0
3/27/20,des,87,0,0,0
3/28/20,des,88,0,0,0
1/1/20,ekr,1,0,0,0
1/2/20,ekr,2,1,1,0
1/3/20,ekr,3,0,0,0
1/4/20,ekr,4,0,1,0
1/5/20,ekr,5,0,0,1
1/6/20,ekr,6,0,0,0
1/7/20,ekr,7,0,1,0
1/8/20,ekr,8,0,0,0
1/9/20,ekr,9,0,1,0
1/10/20,ekr,10,0,0,0
1/11/20,ekr,11,0,0,0
1/12/20,ekr,12,0,1,0
1/13/20,ekr,13,0,0,0
1/14/20,ekr,14,0,0,0
1/15/20,ekr,15,0,0,0
1/16/20,ekr,16,1,0,1
1/17/20,ekr,17,1,0,0
1/18/20,ekr,18,0,0,1
1/19/20,ekr,19,0,0,0
1/20/20,ekr,20,0,0,1
1/21/20,ekr,21,0,0,0
1/22/20,ekr,22,1,0,1
1/23/20,ekr,23,0,0,0
1/24/20,ekr,24,0,0,0
1/25/20,ekr,25,1,0,0
1/26/20,ekr,26,0,0,1
1/27/20,ekr,27,0,0,0
1/28/20,ekr,28,1,1,1
1/29/20,ekr,29,0,0,0
1/30/20,ekr,30,0,0,0
1/31/20,ekr,31,0,0,0
2/1/20,ekr,32,0,0,0
2/2/20,ekr,33,0,0,0
2/3/20,ekr,34,0,0,0
2/4/20,ekr,35,0,0,0
2/5/20,ekr,36,0,0,0
2/6/20,ekr,37,0,0,0
2/7/20,ekr,38,0,0,0
2/8/20,ekr,39,1,1,0
2/9/20,ekr,40,0,1,0
2/10/20,ekr,41,0,0,0
2/11/20,ekr,42,0,0,0
2/12/20,ekr,43,0,0,0
2/13/20,ekr,44,0,0,0
2/14/20,ekr,45,0,0,0
2/15/20,ekr,46,1,0,0
2/16/20,ekr,47,0,0,1
2/17/20,ekr,48,0,0,1
2/18/20,ekr,49,0,0,0
2/19/20,ekr,50,0,1,0
2/20/20,ekr,51,0,0,0
2/21/20,ekr,52,0,0,0
2/22/20,ekr,53,0,0,1
2/23/20,ekr,54,0,1,0
2/24/20,ekr,55,0,0,0
2/25/20,ekr,56,1,0,0
2/26/20,ekr,57,0,1,0
2/27/20,ekr,58,0,0,0
2/28/20,ekr,59,0,0,0
2/29/20,ekr,60,0,0,0
3/1/20,ekr,61,0,0,1
3/2/20,ekr,62,1,0,0
3/3/20,ekr,63,0,0,1
3/4/20,ekr,64,0,0,0
3/5/20,ekr,65,0,0,0
3/6/20,ekr,66,0,0,0
3/7/20,ekr,67,0,0,0
3/8/20,ekr,68,0,0,0
3/9/20,ekr,69,0,0,1
3/10/20,ekr,70,1,0,0
3/11/20,ekr,71,0,0,0
3/12/20,ekr,72,0,1,0
3/13/20,ekr,73,0,0,0
3/14/20,ekr,74,0,0,0
3/15/20,ekr,75,0,0,0
3/16/20,ekr,76,1,0,0
3/17/20,ekr,77,0,0,1
3/18/20,ekr,78,0,0,0
